ticker;asset_code;name;segment;market;category;isin;cfi;lot_size;currency;spec_code;institution_name;governance
MULT3Q;MULT;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
MULT3R;MULT;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
MUTC34M;MUTC;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
MUTC34Q;MUTC;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
MUTC34R;MUTC;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
MWET4M;MWET;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
MWET4Q;MWET;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
MWET4R;MWET;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
MXRF11M;MXRF;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
MXRF11Q;MXRF;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
MXRF11R;MXRF;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
MYPK3M;MYPK;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
MYPK3Q;MYPK;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
MYPK3R;MYPK;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
N1BI34M;N1BI;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
N1BI34Q;N1BI;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
N1BI34R;N1BI;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
N1CL34M;N1CL;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
N1CL34Q;N1CL;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
N1CL34R;N1CL;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
N1DA34M;N1DA;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
N1DA34Q;N1DA;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
N1DA34R;N1DA;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
N1EM34M;N1EM;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
N1EM34Q;N1EM;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
N1EM34R;N1EM;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
N1GG34M;N1GG;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
N1GG34Q;N1GG;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
N1GG34R;N1GG;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
N1IS34M;N1IS;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
N1IS34Q;N1IS;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
N1IS34R;N1IS;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
N1OW34M;N1OW;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
N1OW34Q;N1OW;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
N1OW34R;N1OW;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
N1RG34M;N1RG;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
N1RG34Q;N1RG;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
N1RG34R;N1RG;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
N1TA34M;N1TA;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
N1TA34Q;N1TA;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
N1TA34R;N1TA;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
N1UE34M;N1UE;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
N1UE34Q;N1UE;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
N1UE34R;N1UE;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
N1VO34M;N1VO;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
N1VO34Q;N1VO;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
N1VO34R;N1VO;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
N1VS34M;N1VS;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
N1VS34Q;N1VS;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
N1VS34R;N1VS;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
N1WG34M;N1WG;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
N1WG34Q;N1WG;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
N1WG34R;N1WG;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
N1WL34M;N1WL;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
N1WL34Q;N1WL;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
N1WL34R;N1WL;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
N1XP34M;N1XP;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
N1XP34Q;N1XP;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
N1XP34R;N1XP;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
N2ET34M;N2ET;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
N2ET34Q;N2ET;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
N2ET34R;N2ET;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
N2LY34M;N2LY;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
N2LY34Q;N2LY;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
N2LY34R;N2LY;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
N2TN34M;N2TN;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
N2TN34Q;N2TN;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
N2TN34R;N2TN;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
N2VC34M;N2VC;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
N2VC34Q;N2VC;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
N2VC34R;N2VC;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
NATU3M;NATU;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
NATU3Q;NATU;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
NATU3R;NATU;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
NAVT11M;NAVT;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
NAVT11Q;NAVT;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
NAVT11R;NAVT;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
NCRI11M;NCRI;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
NCRI11Q;NCRI;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
NCRI11R;NCRI;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
NEOE3M;NEOE;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
NEOE3Q;NEOE;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
NEOE3R;NEOE;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
NETE34M;NETE;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
NETE34Q;NETE;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
NETE34R;NETE;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
NEWL11M;NEWL;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
NEWL11Q;NEWL;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
NEWL11R;NEWL;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
NEWU11M;NEWU;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
NEWU11Q;NEWU;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
NEWU11R;NEWU;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
NEXG11M;NEXG;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
NEXG11Q;NEXG;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
NEXG11R;NEXG;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
NEXP3M;NEXP;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
NEXP3Q;NEXP;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
NEXP3R;NEXP;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
NEXT34M;NEXT;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
NEXT34Q;NEXT;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
NEXT34R;NEXT;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
NFLX34M;NFLX;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
NFLX34Q;NFLX;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
NFLX34R;NFLX;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
NGRD3M;NGRD;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
NGRD3Q;NGRD;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
NGRD3R;NGRD;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
NIKE34M;NIKE;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
NIKE34Q;NIKE;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
NIKE34R;NIKE;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
NMRH34M;NMRH;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
NMRH34Q;NMRH;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
NMRH34R;NMRH;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
NOCG34M;NOCG;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
NOCG34Q;NOCG;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
NOCG34R;NOCG;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
NOKI34M;NOKI;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
NOKI34Q;NOKI;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
NOKI34R;NOKI;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
NORD3M;NORD;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
NORD3Q;NORD;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
NORD3R;NORD;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
NSLU11M;NSLU;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
NSLU11Q;NSLU;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
NSLU11R;NSLU;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
NUTR3M;NUTR;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
NUTR3Q;NUTR;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
NUTR3R;NUTR;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
NVDC34M;NVDC;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
NVDC34Q;NVDC;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
NVDC34R;NVDC;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
NVHO11M;NVHO;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
NVHO11Q;NVHO;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
NVHO11R;NVHO;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
O1DF34M;O1DF;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
O1DF34Q;O1DF;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
O1DF34R;O1DF;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
O1KE34M;O1KE;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
O1KE34Q;O1KE;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
O1KE34R;O1KE;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
O1KT34M;O1KT;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
O1KT34Q;O1KT;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
O1KT34R;O1KT;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
O1MC34M;O1MC;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
O1MC34Q;O1MC;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
O1MC34R;O1MC;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
O2HI34M;O2HI;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
O2HI34Q;O2HI;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
O2HI34R;O2HI;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
O2NS34M;O2NS;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
O2NS34Q;O2NS;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
O2NS34R;O2NS;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
OCRE11M;OCRE;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
OCRE11Q;OCRE;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
OCRE11R;OCRE;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
ODPV3M;ODPV;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
ODPV3Q;ODPV;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
ODPV3R;ODPV;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
OFSA3M;OFSA;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
OFSA3Q;OFSA;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
OFSA3R;OFSA;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
OIAG11M;OIAG;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
OIAG11Q;OIAG;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
OIAG11R;OIAG;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
OIBR3M;OIBR;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
OIBR3Q;OIBR;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
OIBR3R;OIBR;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
OIBR4M;OIBR;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
OIBR4Q;OIBR;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
OIBR4R;OIBR;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
ONCO3M;ONCO;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
ONCO3Q;ONCO;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
ONCO3R;ONCO;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
OPCT3M;OPCT;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
OPCT3Q;OPCT;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
OPCT3R;OPCT;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
ORCL34M;ORCL;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
ORCL34Q;ORCL;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
ORCL34R;ORCL;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
ORLY34M;ORLY;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
ORLY34Q;ORLY;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
ORLY34R;ORLY;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
ORVR3M;ORVR;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
ORVR3Q;ORVR;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
ORVR3R;ORVR;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
OSXB3M;OSXB;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
OSXB3Q;OSXB;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
OSXB3R;OSXB;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
OUJP11M;OUJP;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
OUJP11Q;OUJP;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
OUJP11R;OUJP;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
OXYP34M;OXYP;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
OXYP34Q;OXYP;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
OXYP34R;OXYP;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
P1DD34M;P1DD;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
P1DD34Q;P1DD;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
P1DD34R;P1DD;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
P1EA34M;P1EA;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
P1EA34Q;P1EA;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
P1EA34R;P1EA;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
P1GR34M;P1GR;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
P1GR34Q;P1GR;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
P1GR34R;P1GR;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
P1HC34M;P1HC;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
P1HC34Q;P1HC;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
P1HC34R;P1HC;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
P1KX34M;P1KX;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
P1KX34Q;P1KX;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
P1KX34R;P1KX;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
P1LD34M;P1LD;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
P1LD34Q;P1LD;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
P1LD34R;P1LD;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
P1SA34M;P1SA;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
P1SA34Q;P1SA;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
P1SA34R;P1SA;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
P1SX34M;P1SX;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
P1SX34Q;P1SX;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
P1SX34R;P1SX;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
P1YC34M;P1YC;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
P1YC34Q;P1YC;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
P1YC34R;P1YC;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
P2AN34M;P2AN;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
P2AN34Q;P2AN;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
P2AN34R;P2AN;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
P2AT34M;P2AT;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
P2AT34Q;P2AT;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
P2AT34R;P2AT;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
P2AX34M;P2AX;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
P2AX34Q;P2AX;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
P2AX34R;P2AX;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
P2CF34M;P2CF;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
P2CF34Q;P2CF;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
P2CF34R;P2CF;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
P2EN34M;P2EN;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
P2EN34Q;P2EN;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
P2EN34R;P2EN;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
P2IN34M;P2IN;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
P2IN34Q;P2IN;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
P2IN34R;P2IN;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
P2LT34M;P2LT;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
P2LT34Q;P2LT;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
P2LT34R;P2LT;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
P2NB34M;P2NB;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
P2NB34Q;P2NB;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
P2NB34R;P2NB;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
P2ST34M;P2ST;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
P2ST34Q;P2ST;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
P2ST34R;P2ST;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
PABY11M;PABY;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
PABY11Q;PABY;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
PABY11R;PABY;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
PAGS34M;PAGS;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
PAGS34Q;PAGS;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
PAGS34R;PAGS;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
PATA11M;PATA;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
PATA11Q;PATA;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
PATA11R;PATA;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
PATC11M;PATC;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
PATC11Q;PATC;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
PATC11R;PATC;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
PATI3M;PATI;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
PATI3Q;PATI;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
PATI3R;PATI;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
PATI4M;PATI;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
PATI4Q;PATI;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
PATI4R;PATI;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
PATL11M;PATL;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
PATL11Q;PATL;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
PATL11R;PATL;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
PCAR3M;PCAR;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
PCAR3Q;PCAR;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
PCAR3R;PCAR;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
PDGR3M;PDGR;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
PDGR3Q;PDGR;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
PDGR3R;PDGR;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
PDTC3M;PDTC;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
PDTC3Q;PDTC;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
PDTC3R;PDTC;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
PEAB3M;PEAB;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
PEAB3Q;PEAB;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
