ticker;asset_code;name;segment;market;category;isin;cfi;lot_size;currency;spec_code;institution_name;governance
CSCO34M;CSCO;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
CSCO34Q;CSCO;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
CSCO34R;CSCO;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
CSED3M;CSED;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
CSED3Q;CSED;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
CSED3R;CSED;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
CSMG3M;CSMG;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
CSMG3Q;CSMG;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
CSMG3R;CSMG;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
CSNA3M;CSNA;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
CSNA3Q;CSNA;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
CSNA3R;CSNA;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
CSUD3M;CSUD;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
CSUD3Q;CSUD;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
CSUD3R;CSUD;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
CSXC34M;CSXC;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
CSXC34Q;CSXC;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
CSXC34R;CSXC;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
CTAX3M;CTAX;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
CTAX3Q;CTAX;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
CTAX3R;CTAX;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
CTGP34M;CTGP;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
CTGP34Q;CTGP;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
CTGP34R;CTGP;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
CTKA4M;CTKA;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
CTKA4Q;CTKA;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
CTKA4R;CTKA;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
CTNM3M;CTNM;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
CTNM3Q;CTNM;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
CTNM3R;CTNM;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
CTNM4M;CTNM;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
CTNM4Q;CTNM;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
CTNM4R;CTNM;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
CTSA3M;CTSA;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
CTSA3Q;CTSA;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
CTSA3R;CTSA;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
CTSA4M;CTSA;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
CTSA4Q;CTSA;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
CTSA4R;CTSA;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
CTXT11M;CTXT;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
CTXT11Q;CTXT;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
CTXT11R;CTXT;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
CURY3M;CURY;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
CURY3Q;CURY;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
CURY3R;CURY;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
CVCB3M;CVCB;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
CVCB3Q;CVCB;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
CVCB3R;CVCB;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
CVSH34M;CVSH;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
CVSH34Q;CVSH;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
CVSH34R;CVSH;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
CXAG11M;CXAG;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
CXAG11Q;CXAG;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
CXAG11R;CXAG;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
CXCE11M;CXCE;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
CXCE11Q;CXCE;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
CXCE11R;CXCE;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
CXCI11M;CXCI;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
CXCI11Q;CXCI;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
CXCI11R;CXCI;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
CXCO11M;CXCO;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
CXCO11Q;CXCO;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
CXCO11R;CXCO;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
CXRI11M;CXRI;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
CXRI11Q;CXRI;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
CXRI11R;CXRI;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
CXSE3M;CXSE;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
CXSE3Q;CXSE;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
CXSE3R;CXSE;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
CXTL11M;CXTL;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
CXTL11Q;CXTL;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
CXTL11R;CXTL;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
CYCR11M;CYCR;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
CYCR11Q;CYCR;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
CYCR11R;CYCR;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
CYRE3M;CYRE;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
CYRE3Q;CYRE;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
CYRE3R;CYRE;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
D1DG34M;D1DG;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
D1DG34Q;D1DG;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
D1DG34R;D1DG;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
D1EL34M;D1EL;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
D1EL34Q;D1EL;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
D1EL34R;D1EL;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
D1EX34M;D1EX;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
D1EX34Q;D1EX;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
D1EX34R;D1EX;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
D1LR34M;D1LR;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
D1LR34Q;D1LR;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
D1LR34R;D1LR;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
D1OC34M;D1OC;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
D1OC34Q;D1OC;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
D1OC34R;D1OC;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
D1OM34M;D1OM;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
D1OM34Q;D1OM;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
D1OM34R;D1OM;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
D1OW34M;D1OW;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
D1OW34Q;D1OW;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
D1OW34R;D1OW;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
D1RI34M;D1RI;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
D1RI34Q;D1RI;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
D1RI34R;D1RI;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
D1VN34M;D1VN;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
D1VN34Q;D1VN;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
D1VN34R;D1VN;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
D2AS34M;D2AS;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
D2AS34Q;D2AS;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
D2AS34R;D2AS;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
D2KN34M;D2KN;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
D2KN34Q;D2KN;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
D2KN34R;D2KN;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
D2KS34M;D2KS;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
D2KS34Q;D2KS;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
D2KS34R;D2KS;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
D2OC34M;D2OC;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
D2OC34Q;D2OC;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
D2OC34R;D2OC;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
D2PZ34M;D2PZ;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
D2PZ34Q;D2PZ;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
D2PZ34R;D2PZ;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
D2TC34M;D2TC;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
D2TC34Q;D2TC;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
D2TC34R;D2TC;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
DAMA11M;DAMA;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
DAMA11Q;DAMA;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
DAMA11R;DAMA;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
DAMT11M;DAMT;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
DAMT11Q;DAMT;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
DAMT11R;DAMT;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
DASA3M;DASA;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
DASA3Q;DASA;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
DASA3R;DASA;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
DAYM11M;DAYM;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
DAYM11Q;DAYM;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
DAYM11R;DAYM;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
DBAG34M;DBAG;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
DBAG34Q;DBAG;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
DBAG34R;DBAG;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
DCRA11M;DCRA;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
DCRA11Q;DCRA;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
DCRA11R;DCRA;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
DEAI34M;DEAI;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
DEAI34Q;DEAI;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
DEAI34R;DEAI;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
DEEC34M;DEEC;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
DEEC34Q;DEEC;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
DEEC34R;DEEC;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
DEOP34M;DEOP;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
DEOP34Q;DEOP;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
DEOP34R;DEOP;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
DESK3M;DESK;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
DESK3Q;DESK;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
DESK3R;DESK;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
DEVA11M;DEVA;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
DEVA11Q;DEVA;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
DEVA11R;DEVA;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
DEXP3M;DEXP;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
DEXP3Q;DEXP;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
DEXP3R;DEXP;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
DEXP4M;DEXP;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
DEXP4Q;DEXP;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
DEXP4R;DEXP;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
DGCO34M;DGCO;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
DGCO34Q;DGCO;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
DGCO34R;DGCO;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
DHER34M;DHER;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
DHER34Q;DHER;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
DHER34R;DHER;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
DIRR3M;DIRR;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
DIRR3Q;DIRR;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
DIRR3R;DIRR;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
DISB34M;DISB;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
DISB34Q;DISB;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
DISB34R;DISB;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
DLTR34M;DLTR;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
DLTR34Q;DLTR;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
DLTR34R;DLTR;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
DMVF3M;DMVF;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
DMVF3Q;DMVF;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
DMVF3R;DMVF;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
DOHL4M;DOHL;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
DOHL4Q;DOHL;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
DOHL4R;DOHL;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
DOTZ3M;DOTZ;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
DOTZ3Q;DOTZ;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
DOTZ3R;DOTZ;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
DPRO11M;DPRO;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
DPRO11Q;DPRO;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
DPRO11R;DPRO;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
DUKB34M;DUKB;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
DUKB34Q;DUKB;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
DUKB34R;DUKB;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
DVAI34M;DVAI;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
DVAI34Q;DVAI;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
DVAI34R;DVAI;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
DVFF11M;DVFF;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
DVFF11Q;DVFF;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
DVFF11R;DVFF;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
DXCO3M;DXCO;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
DXCO3Q;DXCO;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
DXCO3R;DXCO;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
E1CO34M;E1CO;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
E1CO34Q;E1CO;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
E1CO34R;E1CO;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
E1DU34M;E1DU;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
E1DU34Q;E1DU;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
E1DU34R;E1DU;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
E1OG34M;E1OG;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
E1OG34Q;E1OG;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
E1OG34R;E1OG;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
E1QN34M;E1QN;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
E1QN34Q;E1QN;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
E1QN34R;E1QN;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
E1QR34M;E1QR;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
E1QR34Q;E1QR;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
E1QR34R;E1QR;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
E1RI34M;E1RI;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
E1RI34Q;E1RI;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
E1RI34R;E1RI;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
E1SS34M;E1SS;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
E1SS34Q;E1SS;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
E1SS34R;E1SS;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
E1TN34M;E1TN;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
E1TN34Q;E1TN;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
E1TN34R;E1TN;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
E1VE34M;E1VE;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
E1VE34Q;E1VE;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
E1VE34R;E1VE;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
E1WL34M;E1WL;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
E1WL34Q;E1WL;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
E1WL34R;E1WL;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
E1XC34M;E1XC;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
E1XC34Q;E1XC;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
E1XC34R;E1XC;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
E1XR34M;E1XR;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
E1XR34Q;E1XR;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
E1XR34R;E1XR;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
E2EF34M;E2EF;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
E2EF34Q;E2EF;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
E2EF34R;E2EF;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
E2NP34M;E2NP;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
E2NP34Q;E2NP;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
E2NP34R;E2NP;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
E2NT34M;E2NT;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
E2NT34Q;E2NT;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
E2NT34R;E2NT;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
E2PA34M;E2PA;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
E2PA34Q;E2PA;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
E2PA34R;E2PA;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
E2ST34M;E2ST;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
E2ST34Q;E2ST;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
E2ST34R;E2ST;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
E2TS34M;E2TS;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
E2TS34Q;E2TS;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
E2TS34R;E2TS;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
E2XA34M;E2XA;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
E2XA34Q;E2XA;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
E2XA34R;E2XA;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
E2XE34M;E2XE;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
E2XE34Q;E2XE;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
E2XE34R;E2XE;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
EAIN34M;EAIN;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
EAIN34Q;EAIN;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
EAIN34R;EAIN;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
EALT3M;EALT;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
EALT3Q;EALT;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
EALT3R;EALT;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
EALT4M;EALT;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
EALT4Q;EALT;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
EALT4R;EALT;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
EBAY34M;EBAY;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
EBAY34Q;EBAY;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
EBAY34R;EBAY;;Equity Block Trading Lot;EQUITY-CASH;BDR;;;;BRL;;;
ECOR3M;ECOR;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
ECOR3Q;ECOR;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
ECOR3R;ECOR;;Equity Block Trading Lot;EQUITY-CASH;SHARES;;;;BRL;;;
EDFO11M;EDFO;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
EDFO11Q;EDFO;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
EDFO11R;EDFO;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
EDGA11M;EDGA;;Equity Block Trading Lot;EQUITY-CASH;FUNDS;;;;BRL;;;
